   2.1040000e+03   3.0000000e+00
   1.6000000e+03   3.0000000e+00
   2.4000000e+03   3.0000000e+00
   1.4160000e+03   2.0000000e+00
   3.0000000e+03   4.0000000e+00
   1.9850000e+03   4.0000000e+00
   1.5340000e+03   3.0000000e+00
   1.4270000e+03   3.0000000e+00
   1.3800000e+03   3.0000000e+00
   1.4940000e+03   3.0000000e+00
   1.9400000e+03   4.0000000e+00
   2.0000000e+03   3.0000000e+00
   1.8900000e+03   3.0000000e+00
   4.4780000e+03   5.0000000e+00
   1.2680000e+03   3.0000000e+00
   2.3000000e+03   4.0000000e+00
   1.3200000e+03   2.0000000e+00
   1.2360000e+03   3.0000000e+00
   2.6090000e+03   4.0000000e+00
   3.0310000e+03   4.0000000e+00
   1.7670000e+03   3.0000000e+00
   1.8880000e+03   2.0000000e+00
   1.6040000e+03   3.0000000e+00
   1.9620000e+03   4.0000000e+00
   3.8900000e+03   3.0000000e+00
   1.1000000e+03   3.0000000e+00
   1.4580000e+03   3.0000000e+00
   2.5260000e+03   3.0000000e+00
   2.2000000e+03   3.0000000e+00
   2.6370000e+03   3.0000000e+00
   1.8390000e+03   2.0000000e+00
   1.0000000e+03   1.0000000e+00
   2.0400000e+03   4.0000000e+00
   3.1370000e+03   3.0000000e+00
   1.8110000e+03   4.0000000e+00
   1.4370000e+03   3.0000000e+00
   1.2390000e+03   3.0000000e+00
   2.1320000e+03   4.0000000e+00
   4.2150000e+03   4.0000000e+00
   2.1620000e+03   4.0000000e+00
   1.6640000e+03   2.0000000e+00
   2.2380000e+03   3.0000000e+00
   2.5670000e+03   4.0000000e+00
   1.2000000e+03   3.0000000e+00
   8.5200000e+02   2.0000000e+00
   1.8520000e+03   4.0000000e+00
   1.2030000e+03   3.0000000e+00
